3/08/2011	L'affaire Ogorodnik (R)
0/08/2011	Grigoulevitch (R)
7/08/2011	Anthony Blunt (R)
3/09/2011	Cesare Battisti
0/09/2011	Le complot du Millenium
7/09/2011	Le Kirghizstan
4/09/2011	Fernand Pouillon et l'affaire du Point du Jour
1/10/2011	Soljenitsyne et le KGB
8/10/2011	Viktor Orekhov, agent du KGB et dissident
5/10/2011	Le 17 octobre 1961
2/10/2011	Tora Bora
9/10/2011	Sabra et Chatila
5/11/2011	L'affaire Magnitski - 1
2/11/2011	Medvedev met les pouces
9/11/2011	1982, des sous-marins sovietiques dans la mer suedoise
6/11/2011	Rudolf Izrael Kasztner - 1
3/12/2011	Rudolf Izrael Kasztner - 2
0/12/2011	Curveball - 1
7/12/2011	Curveball - 2
4/12/2011	Jacques Monsieur - 1 (R)
1/12/2011	Jacques Monsieur - 2 (R)
